weight,height,body_fat,muscle_mass,water_perc,goal,training_days,cardio_minutes,strength_sessions,sets,reps
92,167,16,37,54.21737470539304,Weight Gain,4,58,3,4,7
106,194,18,26,59.72507895920924,Weight Gain,4,63,3,3,9
83,181,34,22,57.521962039740934,Weight Gain,5,30,3,4,9
77,180,30,21,50.40697180991169,Weight Gain,3,43,4,4,6
83,187,27,38,59.22243634030572,Muscle Gain,4,87,4,4,11
92,161,28,38,61.154785864014286,Weight Gain,3,50,4,3,9
93,185,19,36,64.6289519085826,Weight Loss,4,264,2,3,13
96,151,34,36,50.0953517265724,Muscle Gain,4,59,5,4,6
88,152,32,23,47.62159723409406,Muscle Gain,5,33,5,4,8
59,187,23,36,63.67974837025234,Weight Gain,3,46,3,3,8
73,183,34,35,46.425166652964556,Weight Gain,4,61,3,3,6
101,156,24,34,49.89431194047402,Muscle Gain,5,72,5,4,9
91,153,26,33,51.86347714414567,Muscle Gain,5,60,4,3,9
108,180,34,22,58.917631487369704,Weight Gain,4,49,3,4,9
56,185,27,24,45.941223957538945,Muscle Gain,4,34,5,3,9
92,199,23,30,51.41325509472865,Weight Gain,3,57,4,3,7
58,160,20,25,61.340009669952615,Weight Gain,3,45,4,3,7
76,199,29,33,53.91277601644324,Weight Gain,4,54,4,4,9
97,159,27,36,51.02912372821336,Weight Loss,4,216,2,2,17
108,177,10,24,49.15647682917672,Weight Gain,3,28,3,3,9
54,173,15,20,54.85562691729911,Weight Gain,5,29,3,3,9
51,158,33,36,53.606328560847814,Weight Loss,4,190,3,3,15
92,199,13,36,45.62427120677495,Weight Gain,5,43,3,4,8
87,173,31,35,58.098142462957185,Weight Loss,5,241,2,3,15
79,176,31,29,58.23182131918531,Muscle Gain,5,43,5,3,6
84,195,30,29,60.67167789485767,Muscle Gain,5,90,4,3,8
94,160,12,28,57.39136449557319,Weight Loss,4,267,2,2,16
84,153,25,35,64.69829532033809,Weight Loss,5,286,3,2,16
93,185,20,24,48.89095939399822,Weight Gain,4,20,3,3,6
91,193,17,30,53.4507876044771,Weight Loss,4,239,2,3,14
62,168,16,28,58.67753482326613,Weight Gain,4,48,4,3,8
99,160,10,33,64.51741725567074,Weight Loss,5,282,2,3,18
95,196,23,30,61.25225278176344,Weight Loss,4,289,2,2,12
80,161,32,24,56.701556327464324,Muscle Gain,5,28,5,4,6
75,153,32,32,50.082945602556286,Weight Loss,5,176,3,3,14
93,181,19,27,53.87711982281139,Weight Gain,5,22,3,3,9
96,191,33,37,49.32251996697524,Weight Loss,6,202,3,2,14
68,178,34,20,45.703492630631935,Weight Loss,5,229,3,2,17
71,197,12,28,50.12042346123026,Weight Loss,4,175,2,3,14
90,178,24,22,53.0941174865834,Weight Loss,5,302,3,2,17
106,163,21,35,56.1485855852864,Weight Gain,4,21,3,3,7
82,178,14,25,51.169384251653725,Muscle Gain,4,76,5,3,10
90,180,22,22,46.90187295421459,Weight Gain,3,37,3,3,6
83,182,33,24,64.15660434950553,Weight Loss,5,227,3,2,17
81,156,10,24,62.341599943168475,Weight Loss,5,275,3,2,12
87,183,10,23,50.07231255277128,Weight Gain,3,54,4,4,9
104,175,32,37,61.411528786676996,Weight Gain,5,20,4,3,8
91,165,33,37,52.096914468613164,Muscle Gain,5,53,5,4,6
56,197,30,38,61.71870980033016,Weight Gain,3,48,4,4,9
69,157,19,24,52.87363771981226,Weight Loss,4,149,2,3,15
91,178,15,36,60.59063363647866,Weight Gain,5,56,4,3,8
75,185,17,36,57.61177394617087,Weight Loss,4,145,3,3,13
86,181,16,20,50.85342891518848,Weight Loss,5,155,3,3,19
109,171,11,38,64.0279274496883,Weight Gain,3,22,4,4,9
76,177,20,35,57.6089623131598,Weight Loss,5,166,2,3,12
76,166,21,32,53.34896567792925,Weight Gain,3,46,3,4,7
108,165,27,36,47.35114498241873,Muscle Gain,5,31,4,4,6
104,189,28,37,60.730517742071825,Muscle Gain,5,81,5,3,6
65,196,15,28,49.22416517175903,Muscle Gain,4,82,4,4,11
101,178,25,31,59.888385076266516,Muscle Gain,4,34,5,4,10
84,182,34,37,52.457530184043556,Weight Loss,4,184,2,2,15
105,183,23,22,61.757465402387254,Muscle Gain,4,67,5,4,10
74,162,25,28,53.76597216066332,Weight Loss,4,228,3,2,18
98,158,29,21,60.58010787848075,Weight Gain,4,31,3,3,9
66,161,13,32,59.42574537947653,Weight Loss,4,150,2,3,18
66,179,18,25,50.54853469601958,Weight Loss,5,161,3,2,18
81,194,24,33,64.48609926220955,Weight Gain,4,49,4,4,8
62,150,32,27,63.75100674814677,Muscle Gain,5,60,4,4,8
67,160,20,36,57.416376070117835,Weight Loss,5,215,3,2,18
85,192,24,20,58.56245003073293,Muscle Gain,4,45,5,4,6
54,186,23,33,58.896551586562516,Muscle Gain,5,56,4,4,9
80,180,18,32,52.3350415285188,Weight Gain,5,24,4,3,6
75,151,22,32,46.09369241506731,Muscle Gain,4,66,5,4,10
87,197,32,30,59.15070875490888,Muscle Gain,5,86,5,4,9
58,175,11,35,62.49211589006332,Weight Loss,4,244,2,2,15
93,186,33,38,54.267820176092926,Weight Loss,5,173,3,3,16
50,185,34,31,58.76235318412701,Weight Loss,4,194,2,3,16
55,167,29,35,57.276918900154485,Weight Loss,5,198,3,2,12
99,181,31,38,47.058922894005725,Muscle Gain,4,88,4,4,6
54,184,32,29,51.82095745661247,Muscle Gain,5,59,4,3,7
57,185,34,31,45.260204268517455,Muscle Gain,5,42,4,4,11
108,168,10,23,57.071624942461256,Muscle Gain,5,71,4,4,11
72,182,25,24,64.72699845888324,Weight Loss,4,232,2,2,18
93,176,12,26,46.130313815935146,Weight Gain,4,35,4,3,6
82,188,20,30,57.62068351424098,Weight Gain,3,45,3,3,7
79,161,12,30,51.71892306757868,Weight Loss,5,167,3,3,15
103,187,30,34,54.11321643106184,Weight Loss,5,209,3,2,17
84,162,12,30,54.293789368903305,Muscle Gain,5,82,5,4,7
85,190,19,28,50.001649378278834,Muscle Gain,4,66,5,4,10
92,180,25,29,45.18401795250759,Weight Loss,5,174,3,3,13
58,156,27,27,60.529737626313334,Muscle Gain,5,72,4,3,7
78,199,25,39,49.485468364838106,Weight Loss,5,289,3,3,14
73,177,12,32,61.452958543877784,Muscle Gain,4,45,4,3,11
76,184,29,32,54.81227151796398,Muscle Gain,5,66,4,4,10
82,168,32,32,54.5728974110105,Weight Loss,5,246,3,3,12
65,192,33,25,59.648829182608985,Muscle Gain,4,38,4,3,6
92,178,29,25,57.95674077216453,Muscle Gain,5,76,5,3,8
52,150,27,34,46.90080481303239,Weight Gain,5,20,3,3,9
82,168,22,25,62.776850234770635,Muscle Gain,5,45,5,3,6
98,193,22,31,59.57741018977192,Muscle Gain,5,62,5,4,8
96,187,12,25,55.59618114140108,Weight Gain,3,43,3,4,8
85,178,33,39,64.63810644573886,Weight Loss,5,290,2,2,17
75,186,28,22,63.11698779998612,Muscle Gain,4,77,4,3,10
62,164,31,24,49.22013383415052,Muscle Gain,4,29,5,4,7
103,157,18,31,57.17166309279817,Weight Gain,4,20,4,3,9
72,199,29,37,58.745660088262554,Weight Loss,4,163,3,3,19
73,180,11,33,53.96341694042637,Weight Loss,5,276,2,3,13
93,170,19,29,49.99707592156659,Weight Gain,3,50,3,4,6
56,155,20,31,57.84419274005395,Weight Gain,3,40,3,3,6
67,173,24,25,51.92938574157334,Muscle Gain,4,34,5,4,7
100,182,14,34,50.427763764735296,Weight Loss,6,226,2,3,12
62,177,10,38,51.726254550099114,Weight Loss,4,239,3,2,18
108,170,14,28,45.19693650024022,Muscle Gain,5,36,4,4,7
60,183,10,21,58.71752550172929,Muscle Gain,5,50,5,4,9
64,191,34,36,60.55360752549785,Weight Gain,5,20,4,4,9
104,180,15,29,49.594046307242685,Weight Gain,4,27,4,4,7
75,160,33,22,46.66077515620373,Weight Loss,5,215,3,2,13
63,174,17,30,61.023430065906496,Muscle Gain,5,87,4,4,9
63,165,31,30,45.36120439519921,Weight Gain,4,31,3,4,8
65,174,25,37,64.78681275679247,Weight Loss,5,190,2,3,12
108,175,34,23,49.67218064072473,Weight Loss,5,160,3,2,17
71,154,13,28,58.819027325359116,Muscle Gain,5,53,5,3,7
59,155,26,24,45.444056259757005,Muscle Gain,5,93,4,3,6
99,153,17,35,47.11196792052282,Muscle Gain,5,64,5,4,9
95,165,30,38,47.53311745694388,Muscle Gain,5,78,4,3,11
84,178,10,23,58.017327905082816,Weight Gain,4,33,3,3,9
50,157,10,38,47.682392454195806,Weight Loss,4,228,2,2,13
66,159,15,36,58.903929194064226,Weight Gain,4,50,3,4,9
60,181,15,22,63.61796288742859,Weight Loss,4,230,3,2,19
88,159,29,26,60.215186167739,Weight Loss,4,166,2,3,15
68,196,21,29,63.57458738554671,Weight Loss,6,173,2,2,14
75,184,34,29,64.50901048269903,Muscle Gain,6,82,5,4,10
53,171,27,22,59.203465331803216,Weight Gain,4,47,4,3,7
54,152,14,24,56.817438459485174,Muscle Gain,4,88,4,4,9
107,185,10,35,50.03629404018263,Muscle Gain,5,38,5,3,11
97,180,21,38,45.27898037383823,Muscle Gain,6,58,4,4,6
103,163,20,26,47.67521390154004,Weight Loss,5,255,3,3,14
58,194,10,21,51.711144033933145,Weight Loss,4,301,2,2,17
60,161,19,32,62.95057244753729,Weight Loss,5,163,3,3,15
109,161,12,27,58.965451870610934,Weight Gain,3,62,4,3,7
54,161,10,31,60.28511348048283,Muscle Gain,5,44,4,3,8
108,167,22,37,63.91569292481911,Muscle Gain,5,93,4,3,7
88,174,33,27,55.87079293150151,Weight Loss,5,259,2,2,19
89,188,24,25,53.5732964877897,Weight Loss,4,160,3,3,14
70,175,20,35,56.089782286423414,Muscle Gain,6,89,5,3,6
96,155,21,27,54.3571892526832,Weight Loss,5,171,2,3,12
61,155,28,30,62.84305833739921,Weight Loss,5,213,2,2,19
101,165,15,24,55.34241776226661,Weight Gain,4,53,3,4,6
71,150,29,34,55.762741354217695,Weight Gain,5,49,4,3,8
57,167,22,32,56.74265603168402,Muscle Gain,5,79,5,3,9
77,162,34,31,46.80391400400489,Muscle Gain,5,33,5,3,8
97,185,15,27,53.99825562171011,Muscle Gain,4,85,5,4,10
88,178,29,25,45.07439321636119,Weight Loss,6,188,2,2,15
96,184,32,39,62.75448795786642,Muscle Gain,5,74,4,4,10
55,185,17,38,58.95943581847227,Weight Loss,6,147,2,2,17
74,189,33,33,48.83672229202021,Muscle Gain,5,51,4,3,11
90,177,34,29,48.59318578059824,Weight Gain,3,38,4,4,7
67,156,24,36,58.896414597434415,Muscle Gain,4,30,5,4,6
73,182,25,27,59.85797628196864,Weight Loss,4,185,2,3,18
76,196,25,38,45.30529679292059,Weight Loss,5,164,3,3,15
108,178,31,20,60.63905233944304,Muscle Gain,4,62,5,3,10
85,162,21,24,46.82965915859294,Weight Loss,4,268,3,3,15
66,189,30,20,64.5598684747647,Weight Loss,5,288,2,2,14
80,165,19,25,45.0082057887835,Weight Loss,5,307,3,2,12
99,160,33,26,58.760610379039626,Weight Loss,5,189,2,2,16
69,164,14,32,54.04646955268592,Weight Gain,3,39,3,4,8
97,157,18,23,52.833511930710976,Weight Loss,6,180,2,2,16
92,190,14,29,51.477911051607585,Weight Loss,5,226,2,3,13
54,187,33,30,56.89665427775008,Weight Gain,4,35,4,3,9
97,164,22,30,57.96418354897112,Weight Loss,5,162,3,3,19
53,176,32,28,48.410607787875506,Muscle Gain,5,82,4,4,9
56,191,13,24,51.29163093092455,Muscle Gain,4,50,5,3,11
51,195,12,37,46.39723841369323,Muscle Gain,4,54,5,3,6
68,152,18,23,49.43054303804734,Weight Loss,4,210,2,2,13
54,164,24,22,61.94710107818734,Muscle Gain,6,35,5,3,10
108,160,14,20,51.955401952088756,Weight Gain,4,21,3,4,6
57,193,34,34,46.59039426592997,Weight Loss,5,287,2,2,18
51,168,23,27,64.62262391423101,Weight Gain,3,38,3,4,6
109,192,34,22,61.96835452861022,Weight Gain,5,45,3,4,7
68,196,19,20,55.85095724601292,Weight Loss,6,183,2,3,14
76,164,20,34,52.162895623916114,Weight Loss,5,256,3,2,12
83,186,25,26,56.77172194698508,Weight Gain,4,41,3,4,8
93,163,11,21,53.81531602873083,Muscle Gain,6,53,5,3,7
55,168,30,39,63.62240903886701,Weight Gain,5,29,4,3,8
95,168,19,34,54.95299109010436,Weight Gain,3,34,3,4,8
77,166,28,24,63.08802873033905,Weight Loss,4,199,2,3,18
77,168,13,24,57.12404507220664,Weight Loss,6,188,2,3,13
71,166,12,26,56.78941606186494,Muscle Gain,4,47,4,4,11
71,193,14,32,59.880989024571555,Muscle Gain,5,60,4,4,10
109,183,25,22,62.782387114548854,Muscle Gain,4,66,4,4,10
66,173,30,21,49.401325095693835,Weight Loss,5,161,2,2,12
62,176,17,29,50.04139773700343,Weight Loss,5,224,3,3,12
62,170,24,22,53.3751798096531,Weight Gain,3,30,3,3,9
85,152,14,22,63.63129960015837,Muscle Gain,5,76,4,4,11
77,176,31,29,49.267261360659425,Weight Gain,5,53,4,4,8
75,192,31,20,45.52595453369337,Weight Loss,6,282,2,2,16
108,171,21,25,47.527402838940105,Weight Gain,4,27,4,4,7
79,175,30,32,53.716967190272165,Muscle Gain,6,44,4,4,8
81,154,25,36,55.18445076654156,Weight Gain,5,46,4,4,7
50,178,28,31,50.16528715774327,Muscle Gain,5,86,5,4,9
54,190,17,21,47.4582236508449,Weight Loss,4,230,2,2,17
82,182,21,39,56.72364708176683,Muscle Gain,5,72,4,3,10
97,173,17,25,51.0366932178579,Muscle Gain,5,82,4,4,6
61,176,15,37,63.87130434313954,Muscle Gain,5,90,4,3,11
90,162,11,23,49.83855456238473,Weight Loss,6,276,3,3,16
67,181,30,29,63.402276266452574,Weight Gain,3,39,3,4,9
57,186,28,33,57.440589585040186,Muscle Gain,4,90,5,4,11
60,163,30,27,56.31114966452774,Weight Loss,4,237,3,2,18
96,199,14,26,63.49302210810362,Muscle Gain,4,94,4,4,10
94,191,34,20,63.28312923307003,Muscle Gain,5,74,5,4,11
74,164,13,23,52.90960056063314,Muscle Gain,4,83,5,4,9
57,163,10,31,52.30167346568801,Weight Loss,6,284,3,3,14
79,178,17,31,56.07456462796723,Weight Gain,4,20,3,4,9
91,189,26,31,53.875671585646714,Muscle Gain,5,82,4,3,8
106,187,20,36,45.11856430673756,Weight Gain,5,45,3,4,9
62,185,16,21,47.14602420741345,Weight Gain,4,50,4,3,9
93,164,13,22,51.28770082134917,Muscle Gain,5,76,4,3,11
77,169,10,35,52.97131923200108,Muscle Gain,5,56,4,4,10
83,191,31,24,49.28510868686369,Weight Gain,4,40,3,3,6
70,158,32,35,56.42679056906154,Muscle Gain,4,87,5,3,6
82,190,21,23,57.9079734862497,Weight Loss,4,290,3,2,14
59,160,21,33,61.714431932957424,Weight Gain,4,29,3,3,6
72,177,25,31,64.03531032284653,Weight Loss,4,297,3,3,19
64,161,26,34,57.600691550848765,Weight Loss,6,159,2,2,16
87,163,26,38,46.045527445444115,Weight Loss,6,154,2,3,17
100,168,28,23,51.11152918655652,Weight Gain,3,49,4,4,7
97,156,27,39,59.2041969663253,Weight Gain,3,35,3,4,7
65,166,31,32,57.68183890159678,Weight Loss,5,162,2,3,13
93,158,12,23,64.83398922037125,Weight Gain,4,40,4,3,8
81,187,32,33,49.02345934227802,Muscle Gain,5,77,5,4,9
51,162,21,34,52.29279982027566,Muscle Gain,6,54,4,3,10
73,156,11,35,55.46517025877314,Muscle Gain,4,69,4,3,11
84,150,24,32,47.764641735706746,Weight Loss,5,161,3,3,14
70,159,33,27,55.264399516556374,Weight Loss,5,199,2,3,18
83,155,12,26,59.32329076355222,Weight Gain,4,20,4,3,6
54,194,32,37,55.55544418137754,Muscle Gain,4,33,5,3,8
68,157,32,31,50.01163153188386,Weight Loss,5,257,2,2,19
62,160,19,35,57.02165330786431,Muscle Gain,6,49,4,4,10
101,159,23,20,60.91826284840313,Muscle Gain,5,76,4,3,7
54,159,27,25,53.220943871121165,Muscle Gain,5,66,4,3,7
98,191,21,21,47.695715698348764,Weight Loss,5,230,2,3,18
109,186,11,28,47.16453293531097,Weight Gain,4,32,4,3,9
66,192,17,20,47.64133621538082,Muscle Gain,6,40,5,4,11
86,169,12,24,49.637192277656965,Muscle Gain,5,35,4,4,8
80,190,31,36,58.438877716973,Weight Loss,5,271,2,2,16
50,174,24,23,45.31286590614868,Weight Gain,4,34,3,4,9
97,152,23,20,53.26406761193718,Muscle Gain,5,71,5,4,11
102,195,27,22,58.739048827708764,Muscle Gain,4,31,5,3,7
62,184,28,30,51.58833314748886,Muscle Gain,4,34,5,4,10
84,153,10,32,50.327552828600474,Weight Gain,3,39,3,4,8
76,190,34,29,46.970745343354814,Muscle Gain,5,41,5,4,8
60,181,30,31,51.69470653158558,Weight Loss,5,187,2,3,15
67,180,23,24,48.98761638021254,Weight Loss,5,213,3,2,18
79,175,29,25,48.38115498267412,Weight Loss,6,257,2,2,18
59,164,33,35,60.30664861869088,Muscle Gain,4,84,4,3,7
75,157,14,26,58.27408957852512,Muscle Gain,5,70,5,3,9
85,155,25,23,63.85825422783513,Weight Gain,3,22,3,4,6
93,191,13,37,55.24046778217519,Weight Gain,4,31,3,3,9
55,187,12,35,46.76973791398028,Weight Loss,5,289,2,2,19
61,171,26,26,52.02711869309854,Weight Loss,5,254,2,2,12
73,192,33,36,63.950677014668905,Weight Loss,4,195,3,2,17
67,152,31,36,64.54738121555272,Muscle Gain,5,73,5,4,6
54,178,30,25,51.21201942790659,Weight Gain,3,21,4,3,8
105,152,25,30,57.084109597266085,Weight Loss,4,290,2,3,14
104,150,30,28,61.70972311286592,Weight Gain,4,54,3,3,6
99,196,11,33,49.90609434118162,Weight Gain,4,51,4,3,9
89,162,21,27,54.860582090420785,Muscle Gain,5,81,4,4,10
100,176,18,26,52.518767508065864,Weight Gain,3,25,4,4,8
99,156,30,24,59.39389142921675,Weight Loss,4,258,2,3,14
53,173,32,35,52.914737267334374,Muscle Gain,5,31,5,3,6
98,171,26,23,48.9765706057296,Weight Gain,4,50,4,3,9
91,156,25,32,56.96364891084005,Weight Gain,5,20,3,3,6
81,198,22,35,53.6479272037018,Weight Gain,3,37,4,3,8
103,166,25,32,56.52161758028988,Weight Gain,5,34,4,3,7
62,196,21,28,56.25265191734776,Weight Gain,3,38,4,3,9
76,159,34,36,64.80351587261437,Weight Gain,4,38,3,4,6
98,158,28,32,63.18530086910681,Weight Loss,4,162,3,3,16
104,187,20,35,57.91022970957398,Muscle Gain,4,34,4,4,10
52,173,19,28,61.08640652194345,Muscle Gain,6,61,4,3,11
65,189,13,39,45.86794357157122,Weight Loss,4,161,3,2,17
88,187,11,30,64.12039420973134,Weight Loss,5,225,3,3,17
95,187,24,26,45.5084137035905,Weight Loss,5,255,3,2,14
67,166,26,30,49.85936916909141,Weight Loss,6,261,3,2,15
76,175,22,31,64.5785929403398,Weight Gain,3,45,3,4,7
60,197,10,38,57.08231249961899,Weight Gain,3,36,3,4,8
85,181,16,31,48.18780531497842,Muscle Gain,4,53,4,4,7
89,168,24,20,63.92528986006164,Weight Gain,4,39,4,4,6
91,169,19,24,60.725857851925554,Weight Gain,3,40,4,3,8
75,182,13,27,54.79175192486095,Muscle Gain,5,31,4,3,7
65,171,19,37,48.15407242518984,Weight Gain,4,46,4,4,6
90,192,30,32,63.87577778415916,Weight Gain,4,40,3,4,9
94,159,11,27,49.493214002101425,Weight Gain,3,56,3,3,7
105,192,22,31,45.383458214997965,Muscle Gain,5,77,5,3,10
64,199,13,38,49.87685459932211,Muscle Gain,6,37,4,3,10
76,150,11,36,59.12737543700615,Weight Gain,4,49,3,4,8
100,197,34,32,52.74134626782586,Muscle Gain,5,36,5,4,6
94,189,28,24,58.76747758771845,Weight Gain,4,37,4,3,6
62,191,28,27,45.43253984923587,Weight Loss,6,161,3,2,18
78,156,30,24,50.746606664552985,Weight Gain,4,33,3,3,9
91,188,12,21,50.40892370942853,Weight Loss,5,191,2,2,12
63,191,22,31,49.38590565009661,Weight Gain,4,40,3,4,6
108,175,31,23,56.59935640406286,Muscle Gain,5,61,4,3,9
66,153,34,33,61.3973629505401,Weight Loss,4,272,2,3,19
63,152,22,34,61.93101551639725,Weight Loss,6,152,2,3,15
50,189,24,20,48.99370852336359,Muscle Gain,4,46,5,4,11
59,173,23,37,49.3580893963077,Weight Loss,5,271,3,3,16
55,170,28,23,46.47162588979382,Weight Loss,4,200,3,2,16
97,154,17,33,48.258331860032385,Weight Loss,6,147,3,3,15
93,186,15,38,57.09225427010443,Muscle Gain,4,63,4,3,8
87,153,21,31,55.353573364619145,Weight Loss,6,193,3,3,17
90,156,21,24,57.94893847502496,Weight Gain,4,21,4,4,9
50,166,25,28,56.51040433932248,Weight Loss,4,272,2,3,18
51,160,20,27,57.681101120219665,Weight Gain,3,45,3,3,9
92,183,34,38,55.66789783013609,Weight Gain,5,26,3,4,6
66,186,21,28,58.91281506890816,Weight Loss,4,238,3,3,12
81,150,26,28,60.25997795423884,Weight Gain,4,22,4,4,7
84,185,10,33,60.523429840804475,Weight Gain,5,40,4,3,7
91,162,13,37,55.67179460220817,Weight Gain,4,21,4,3,9
72,156,21,22,55.03425633376984,Weight Gain,4,39,4,3,7
96,168,29,38,54.514081563781126,Weight Loss,5,273,3,2,18
91,171,30,23,45.298999422084776,Weight Loss,6,239,3,3,19
107,195,29,29,59.204866838545186,Weight Loss,5,237,2,3,18
77,156,18,31,56.479230350032594,Muscle Gain,5,69,4,4,7
104,155,14,24,52.329871583223266,Weight Loss,5,269,2,2,16
57,188,22,32,48.4916796935272,Weight Gain,4,40,4,4,7
72,174,20,20,59.68809285086494,Weight Gain,3,53,4,4,8
97,189,28,35,52.39888264108936,Muscle Gain,5,75,4,4,10
76,177,27,35,60.8812125176551,Weight Loss,5,279,3,3,12
58,196,23,38,53.22504796957738,Weight Gain,3,60,4,3,7
65,169,33,36,47.552463724755064,Muscle Gain,5,87,5,4,11
66,164,27,35,50.556657991293086,Weight Loss,5,238,2,2,13
65,177,11,34,58.737721567635134,Muscle Gain,6,77,4,3,7
75,179,34,32,46.65470166124482,Weight Loss,5,239,3,2,19
64,153,31,21,55.22872812603175,Weight Gain,3,58,4,3,8
91,177,33,39,51.36938851204611,Weight Gain,4,44,3,3,9
67,198,15,29,55.999579727677286,Weight Gain,5,38,3,3,7
95,154,27,30,56.35656222344632,Muscle Gain,6,53,4,3,10
83,184,11,38,52.07811334423634,Muscle Gain,5,88,4,3,8
84,181,24,33,58.50808874270588,Weight Gain,4,49,4,3,7
109,166,26,33,62.950176702167084,Weight Gain,4,49,3,4,8
99,186,25,33,60.02294487902882,Muscle Gain,5,76,4,4,6
53,197,34,30,59.07016288176682,Weight Loss,6,195,2,3,14
105,187,30,33,50.20422735871507,Weight Gain,4,20,3,4,9
108,165,18,32,62.85591879179772,Muscle Gain,4,42,5,3,10
94,182,28,30,51.22387204937889,Weight Gain,3,20,4,3,6
95,175,17,30,57.38702611872598,Weight Loss,4,193,3,2,15
62,169,28,24,54.31540390995855,Weight Gain,4,60,3,3,6
109,199,17,34,54.055362590228015,Weight Gain,5,40,4,4,8
94,186,31,25,51.074419071823776,Weight Gain,4,50,4,4,8
96,182,11,29,45.42344727470757,Muscle Gain,5,39,4,4,11
63,166,27,39,60.14591144142386,Weight Loss,5,192,2,3,19
101,182,19,36,51.05184305328231,Weight Loss,5,274,2,3,19
71,196,29,28,58.50378831023248,Weight Gain,4,40,3,3,7
108,163,11,26,58.37907420136549,Weight Gain,4,42,3,4,9
82,165,16,30,46.45936665851375,Weight Loss,6,212,3,2,15
105,190,32,23,47.466116106428494,Weight Loss,6,233,3,3,19
75,162,31,27,63.49245635685057,Weight Loss,4,178,3,3,15
53,170,27,26,49.804543327910906,Weight Gain,4,48,4,4,6
84,166,18,22,56.07061770714367,Muscle Gain,6,47,4,4,11
101,164,10,21,54.96301440502297,Weight Gain,3,23,4,3,6
55,179,24,38,46.29668437572383,Weight Gain,3,38,4,4,9
97,188,19,31,50.00886803507208,Weight Gain,5,51,4,3,8
80,174,18,32,57.608018520719995,Weight Loss,6,166,3,3,16
102,170,28,38,59.33107279557999,Muscle Gain,4,78,5,3,7
90,157,20,35,48.34391709094537,Weight Loss,5,189,3,2,19
79,162,32,25,55.046034353234845,Weight Loss,5,257,2,2,13
105,178,22,27,45.36912838086045,Weight Loss,5,263,2,3,16
69,170,14,27,62.210229731748896,Muscle Gain,5,42,5,3,9
105,150,34,26,55.92197616006582,Weight Loss,4,191,2,3,14
69,159,14,32,61.78098336158715,Weight Gain,4,31,3,4,6
109,158,11,33,62.467683287420954,Muscle Gain,4,55,4,3,6
60,155,29,22,64.08738724456472,Weight Loss,5,288,3,3,15
68,154,14,28,63.444617396774596,Weight Gain,3,44,3,4,9
104,166,29,32,64.82863383116177,Weight Loss,5,172,3,3,17
80,155,20,32,56.5408372398005,Weight Gain,4,49,3,4,6
56,164,20,22,52.35970154373573,Weight Gain,5,35,3,4,8
75,193,21,37,50.62520040760949,Weight Loss,6,189,2,3,19
57,193,30,20,48.81618982892614,Weight Gain,3,29,4,4,6
75,175,10,34,56.01486561782144,Weight Gain,5,36,4,4,7
93,196,34,37,64.96554857746493,Muscle Gain,5,52,5,4,11
98,183,25,33,63.54845672965524,Weight Gain,4,30,4,4,6
108,163,17,22,57.452520547238386,Weight Gain,5,67,4,4,9
88,184,17,20,45.0428183869095,Weight Gain,4,37,4,4,7
55,190,24,31,64.95027491323792,Muscle Gain,4,51,5,3,9
61,151,26,22,59.16047567995824,Weight Gain,3,41,3,3,9
81,154,16,28,61.18685657477405,Weight Loss,5,218,2,2,12
93,198,11,30,48.062268915443966,Muscle Gain,6,47,4,4,6
69,162,22,20,50.77332605350921,Weight Loss,6,172,3,2,18
84,188,15,22,57.0205175497738,Weight Gain,4,53,3,4,8
99,153,14,23,48.05500863335233,Weight Loss,5,156,2,3,17
75,192,13,26,61.45500029530247,Weight Gain,4,47,4,4,9
76,174,33,33,54.51963380698441,Weight Loss,5,291,3,2,14
74,159,19,21,50.39021242436594,Weight Gain,4,59,3,3,6
86,163,14,28,45.33614559642285,Weight Gain,4,50,3,4,8
63,199,24,33,61.11856306830717,Muscle Gain,5,88,5,3,7
76,197,29,38,59.95480771283384,Muscle Gain,4,84,4,3,11
105,157,19,31,57.55239747965412,Weight Gain,4,43,4,3,8
107,183,22,27,57.02768445537462,Weight Gain,3,27,3,4,6
109,158,33,28,62.63425342930594,Weight Loss,5,218,3,2,18
94,158,24,26,51.602235957104824,Weight Loss,5,155,3,3,15
64,155,15,23,53.64542575576337,Weight Gain,5,49,3,4,9
70,187,17,34,52.9630988916955,Weight Loss,5,164,2,2,14
109,187,21,30,46.32820840745465,Weight Loss,6,276,3,2,18
103,168,22,33,53.03797415911933,Weight Gain,4,49,3,3,9
83,182,27,39,45.176636868454686,Muscle Gain,5,58,5,4,10
101,158,24,32,63.570441500848595,Weight Gain,4,36,3,4,7
92,177,23,31,47.54744072066722,Muscle Gain,4,79,4,4,6
101,194,14,29,48.2209242992136,Weight Loss,5,243,3,2,18
53,186,12,28,62.19457567004465,Muscle Gain,5,50,5,4,9
57,194,19,37,63.97691676934122,Weight Loss,5,202,2,3,13
103,196,23,35,58.323859205328624,Muscle Gain,4,48,4,3,10
77,173,13,39,47.690509845783694,Weight Loss,5,223,2,3,19
107,166,31,31,55.493768241869546,Weight Gain,3,43,3,4,6
77,190,31,28,60.29237468027237,Muscle Gain,4,86,4,3,6
71,190,21,38,54.17613908538071,Muscle Gain,4,92,5,3,8
106,156,14,34,63.691161450865636,Muscle Gain,5,52,5,3,7
66,163,11,35,56.77887297014698,Weight Loss,5,272,2,3,18
58,176,33,36,48.63015923242991,Muscle Gain,6,33,5,3,9
