weight,height,body_fat,muscle_mass,water_perc,bmr,goal,calories,protein,carbs,fat
70,169,16,23,31.51,1938,Weight Gain,2438,152.38,304.75,67.72
99,198,29,39,59.41,1780,Weight Loss,1280,128.0,96.0,42.67
64,162,26,27,40.59,1408,Muscle Gain,1708,149.45,192.15,37.96
95,157,17,34,60.01,1528,Weight Loss,1028,102.8,77.1,34.27
77,174,25,21,46.36,1810,Weight Loss,1310,131.0,98.25,43.67
79,188,22,37,41.84,1393,Weight Gain,1893,118.31,236.62,52.58
62,192,30,35,32.12,1766,Muscle Gain,2066,180.77,232.43,45.91
58,159,21,39,29.33,2124,Weight Loss,1624,162.4,121.8,54.13
103,196,10,31,46.86,1397,Weight Loss,897,89.7,67.27,29.9
81,164,21,20,48.98,1371,Muscle Gain,1671,146.21,187.99,37.13
61,150,20,27,29.89,2182,Muscle Gain,2482,217.17,279.23,55.16
88,192,26,20,43.77,2032,Weight Loss,1532,153.2,114.9,51.07
70,189,32,25,36.62,1913,Weight Loss,1413,141.3,105.97,47.1
94,157,18,36,46.71,1438,Weight Loss,938,93.8,70.35,31.27
70,151,17,38,40.42,1572,Weight Gain,2072,129.5,259.0,57.56
68,187,11,25,43.48,1670,Weight Gain,2170,135.62,271.25,60.28
75,198,20,23,48.2,1607,Weight Gain,2107,131.69,263.38,58.53
81,166,18,23,46.54,1793,Muscle Gain,2093,183.14,235.46,46.51
107,184,23,27,54.85,2095,Weight Loss,1595,159.5,119.62,53.17
91,167,25,27,50.8,1759,Weight Gain,2259,141.19,282.38,62.75
53,187,21,28,26.39,1483,Muscle Gain,1783,156.01,200.59,39.62
73,163,22,21,35.62,1809,Weight Gain,2309,144.31,288.62,64.14
91,158,29,27,51.47,2134,Weight Loss,1634,163.4,122.55,54.47
52,176,25,36,23.47,1759,Weight Loss,1259,125.9,94.42,41.97
102,193,24,21,63.37,1733,Muscle Gain,2033,177.89,228.71,45.18
53,172,25,35,26.73,1900,Weight Gain,2400,150.0,300.0,66.67
79,152,30,39,48.68,2025,Weight Loss,1525,152.5,114.38,50.83
82,187,24,33,46.68,1601,Weight Loss,1101,110.1,82.58,36.7
70,173,34,24,36.47,2174,Muscle Gain,2474,216.47,278.32,54.98
72,153,27,22,40.56,1962,Muscle Gain,2262,197.92,254.47,50.27
89,199,19,39,40.24,1802,Muscle Gain,2102,183.92,236.47,46.71
54,194,30,24,25.58,1536,Weight Gain,2036,127.25,254.5,56.56
78,154,18,35,47.32,1659,Muscle Gain,1959,171.41,220.39,43.53
79,160,21,31,49.35,2016,Muscle Gain,2316,202.65,260.55,51.47
57,177,18,26,36.7,1995,Muscle Gain,2295,200.81,258.19,51.0
83,180,29,31,46.04,1577,Weight Loss,1077,107.7,80.77,35.9
96,150,10,29,50.1,1704,Muscle Gain,2004,175.35,225.45,44.53
66,171,15,22,34.33,1307,Weight Gain,1807,112.94,225.88,50.19
96,166,26,32,44.83,2148,Weight Gain,2648,165.5,331.0,73.56
94,155,12,33,45.73,1371,Weight Loss,871,87.1,65.33,29.03
64,176,22,36,32.33,1974,Weight Gain,2474,154.62,309.25,68.72
54,171,26,21,24.65,1304,Weight Gain,1804,112.75,225.5,50.11
69,155,15,37,44.45,2084,Weight Loss,1584,158.4,118.8,52.8
63,163,22,26,33.61,2186,Muscle Gain,2486,217.52,279.68,55.24
68,192,24,31,40.03,1718,Muscle Gain,2018,176.57,227.03,44.84
69,185,12,35,31.7,1616,Weight Loss,1116,111.6,83.7,37.2
66,156,20,37,31.1,2099,Weight Loss,1599,159.9,119.92,53.3
55,163,14,35,27.14,2135,Muscle Gain,2435,213.06,273.94,54.11
65,177,25,23,34.7,1583,Weight Loss,1083,108.3,81.22,36.1
51,180,12,27,28.07,1470,Muscle Gain,1770,154.88,199.12,39.33
58,188,22,21,36.38,1803,Muscle Gain,2103,184.01,236.59,46.73
88,191,34,35,46.7,1757,Weight Gain,2257,141.06,282.12,62.69
67,199,14,26,39.95,1470,Weight Gain,1970,123.12,246.25,54.72
94,172,14,25,60.03,1793,Weight Loss,1293,129.3,96.97,43.1
72,155,19,37,35.99,2189,Weight Loss,1689,168.9,126.67,56.3
86,159,29,25,44.29,2190,Muscle Gain,2490,217.88,280.12,55.33
52,191,20,30,33.57,1687,Muscle Gain,1987,173.86,223.54,44.16
53,166,18,38,27.52,2025,Weight Gain,2525,157.81,315.62,70.14
84,171,10,39,44.22,2058,Muscle Gain,2358,206.32,265.28,52.4
62,191,12,28,35.38,1898,Weight Gain,2398,149.88,299.75,66.61
82,167,26,28,40.15,2013,Muscle Gain,2313,202.39,260.21,51.4
96,154,24,39,53.69,1329,Weight Loss,829,82.9,62.17,27.63
77,183,22,35,41.46,1885,Weight Gain,2385,149.06,298.12,66.25
91,195,32,28,41.9,1654,Weight Gain,2154,134.62,269.25,59.83
59,184,20,30,36.35,1513,Weight Loss,1013,101.3,75.97,33.77
56,166,11,31,25.6,1353,Muscle Gain,1653,144.64,185.96,36.73
60,165,26,38,31.71,1486,Weight Gain,1986,124.12,248.25,55.17
65,155,34,31,33.33,1538,Weight Gain,2038,127.38,254.75,56.61
61,162,13,26,27.53,1773,Muscle Gain,2073,181.39,233.21,46.07
76,176,24,27,47.94,2178,Muscle Gain,2478,216.82,278.78,55.07
95,189,21,32,58.56,1316,Muscle Gain,1616,141.4,181.8,35.91
66,185,30,27,41.98,2019,Weight Gain,2519,157.44,314.88,69.97
78,196,21,24,36.4,1699,Weight Gain,2199,137.44,274.88,61.08
59,156,22,39,32.36,1592,Weight Loss,1092,109.2,81.9,36.4
52,164,13,34,28.91,2086,Weight Loss,1586,158.6,118.95,52.87
91,170,14,39,50.91,1580,Weight Gain,2080,130.0,260.0,57.78
85,151,31,35,41.16,2167,Weight Gain,2667,166.69,333.38,74.08
94,168,32,21,45.94,2129,Weight Gain,2629,164.31,328.62,73.03
78,185,31,39,49.07,2140,Muscle Gain,2440,213.5,274.5,54.22
100,168,15,25,62.5,1634,Weight Loss,1134,113.4,85.05,37.8
69,158,13,37,36.53,2154,Weight Gain,2654,165.88,331.75,73.72
60,186,31,23,30.25,2101,Weight Loss,1601,160.1,120.07,53.37
91,158,19,26,43.08,1789,Weight Gain,2289,143.06,286.12,63.58
80,184,34,38,51.76,1587,Weight Gain,2087,130.44,260.88,57.97
108,159,11,21,55.73,2084,Weight Gain,2584,161.5,323.0,71.78
88,180,20,20,41.87,1640,Muscle Gain,1940,169.75,218.25,43.11
75,196,27,31,34.35,1524,Muscle Gain,1824,159.6,205.2,40.53
77,181,10,34,37.89,1917,Muscle Gain,2217,193.99,249.41,49.27
51,191,33,23,24.0,1709,Muscle Gain,2009,175.79,226.01,44.64
89,199,20,30,55.12,1311,Muscle Gain,1611,140.96,181.24,35.8
91,176,26,21,54.89,2197,Weight Gain,2697,168.56,337.12,74.92
79,169,15,29,46.49,2107,Weight Loss,1607,160.7,120.52,53.57
62,190,31,29,31.01,1545,Weight Loss,1045,104.5,78.38,34.83
71,169,27,30,33.56,1635,Weight Gain,2135,133.44,266.88,59.31
81,175,34,21,43.11,1372,Weight Gain,1872,117.0,234.0,52.0
58,159,34,21,35.87,1338,Weight Gain,1838,114.88,229.75,51.06
50,185,33,21,29.14,1377,Weight Gain,1877,117.31,234.62,52.14
78,164,21,24,44.1,1424,Muscle Gain,1724,150.85,193.95,38.31
73,170,19,33,34.16,1957,Weight Gain,2457,153.56,307.12,68.25
83,161,31,25,49.21,1719,Weight Gain,2219,138.69,277.38,61.64
63,165,13,20,38.9,1447,Weight Gain,1947,121.69,243.38,54.08
87,152,32,32,43.88,1998,Weight Loss,1498,149.8,112.35,49.93
53,170,17,38,30.14,2017,Weight Gain,2517,157.31,314.62,69.92
61,165,26,32,37.66,1616,Muscle Gain,1916,167.65,215.55,42.58
95,181,24,31,60.31,1609,Muscle Gain,1909,167.04,214.76,42.42
93,183,14,32,58.48,2154,Muscle Gain,2454,214.72,276.07,54.53
63,164,20,20,28.52,1654,Weight Loss,1154,115.4,86.55,38.47
77,168,23,27,48.42,2023,Muscle Gain,2323,203.26,261.34,51.62
54,158,15,21,30.86,1807,Muscle Gain,2107,184.36,237.04,46.82
74,157,32,20,37.96,2154,Muscle Gain,2454,214.72,276.07,54.53
88,196,31,30,48.96,2029,Muscle Gain,2329,203.79,262.01,51.76
69,195,12,20,35.47,1736,Muscle Gain,2036,178.15,229.05,45.24
50,166,11,39,29.32,1328,Muscle Gain,1628,142.45,183.15,36.18
82,152,12,24,46.39,1503,Weight Loss,1003,100.3,75.22,33.43
69,158,16,23,36.93,2086,Weight Gain,2586,161.62,323.25,71.83
76,194,20,32,44.44,1740,Weight Gain,2240,140.0,280.0,62.22
77,196,30,32,47.74,1510,Weight Gain,2010,125.62,251.25,55.83
75,197,28,30,37.92,1436,Muscle Gain,1736,151.9,195.3,38.58
97,188,28,31,52.85,1738,Weight Gain,2238,139.88,279.75,62.17
60,175,19,30,27.5,1726,Muscle Gain,2026,177.27,227.93,45.02
55,195,29,25,31.93,1519,Weight Loss,1019,101.9,76.42,33.97
84,189,17,39,50.07,1675,Muscle Gain,1975,172.81,222.19,43.89
60,188,13,31,35.42,2177,Muscle Gain,2477,216.74,278.66,55.04
100,186,23,35,46.14,1900,Weight Loss,1400,140.0,105.0,46.67
103,153,20,36,60.28,1933,Muscle Gain,2233,195.39,251.21,49.62
77,190,32,32,36.5,1839,Muscle Gain,2139,187.16,240.64,47.53
96,175,34,38,44.67,2081,Weight Gain,2581,161.31,322.62,71.69
84,179,26,22,45.39,1713,Weight Loss,1213,121.3,90.97,40.43
94,164,23,38,42.3,1806,Muscle Gain,2106,184.27,236.93,46.8
102,187,32,29,60.8,2148,Weight Gain,2648,165.5,331.0,73.56
98,190,19,29,49.24,1795,Weight Loss,1295,129.5,97.12,43.17
99,187,29,20,47.06,1487,Weight Gain,1987,124.19,248.38,55.19
53,166,13,30,31.25,1559,Weight Loss,1059,105.9,79.42,35.3
56,179,27,28,26.3,1819,Weight Loss,1319,131.9,98.92,43.97
73,168,13,37,40.59,2110,Muscle Gain,2410,210.88,271.12,53.56
81,163,34,37,39.24,1712,Muscle Gain,2012,176.05,226.35,44.71
96,180,13,24,44.75,1603,Weight Gain,2103,131.44,262.88,58.42
75,197,16,28,46.18,1969,Weight Gain,2469,154.31,308.62,68.58
60,151,21,31,36.94,1829,Weight Gain,2329,145.56,291.12,64.69
102,156,10,32,53.94,1343,Weight Gain,1843,115.19,230.38,51.19
68,186,27,24,30.74,1332,Weight Gain,1832,114.5,229.0,50.89
86,161,31,26,55.6,1704,Muscle Gain,2004,175.35,225.45,44.53
78,182,20,34,44.62,1786,Weight Loss,1286,128.6,96.45,42.87
93,167,12,26,58.63,2047,Weight Gain,2547,159.19,318.38,70.75
86,182,21,30,52.91,2021,Weight Loss,1521,152.1,114.08,50.7
83,178,33,21,51.06,1433,Weight Gain,1933,120.81,241.62,53.69
74,170,32,35,46.12,1978,Muscle Gain,2278,199.32,256.28,50.62
104,198,18,32,63.85,1752,Muscle Gain,2052,179.55,230.85,45.6
54,191,30,29,30.16,2189,Muscle Gain,2489,217.79,280.01,55.31
56,178,24,22,27.27,1647,Weight Loss,1147,114.7,86.02,38.23
64,184,15,31,33.89,1888,Weight Loss,1388,138.8,104.1,46.27
68,152,17,27,42.01,1639,Muscle Gain,1939,169.66,218.14,43.09
53,170,12,32,29.71,1315,Weight Loss,815,81.5,61.12,27.17
52,197,18,33,33.38,1626,Muscle Gain,1926,168.52,216.68,42.8
56,187,11,28,35.31,1412,Weight Loss,912,91.2,68.4,30.4
93,150,19,30,52.81,2011,Weight Loss,1511,151.1,113.33,50.37
74,199,21,36,45.09,1793,Weight Gain,2293,143.31,286.62,63.69
90,185,34,30,52.93,1726,Weight Loss,1226,122.6,91.95,40.87
67,162,20,33,33.98,1614,Muscle Gain,1914,167.47,215.33,42.53
106,177,28,34,56.47,1767,Weight Loss,1267,126.7,95.02,42.23
53,195,34,21,24.29,1817,Muscle Gain,2117,185.24,238.16,47.04
79,194,22,24,37.08,1417,Weight Gain,1917,119.81,239.62,53.25
96,167,11,29,53.7,1669,Muscle Gain,1969,172.29,221.51,43.76
61,196,22,37,35.11,1738,Muscle Gain,2038,178.32,229.28,45.29
68,184,16,33,43.68,1856,Weight Loss,1356,135.6,101.7,45.2
50,192,32,38,25.84,1738,Muscle Gain,2038,178.32,229.28,45.29
82,168,29,36,52.6,1910,Weight Gain,2410,150.62,301.25,66.94
84,189,25,25,44.57,1642,Weight Gain,2142,133.88,267.75,59.5
71,165,25,22,37.57,1857,Muscle Gain,2157,188.74,242.66,47.93
104,171,30,27,49.45,1788,Weight Loss,1288,128.8,96.6,42.93
55,172,28,30,32.46,1651,Weight Gain,2151,134.44,268.88,59.75
62,192,27,34,29.9,1612,Muscle Gain,1912,167.3,215.1,42.49
72,176,22,31,35.43,2182,Muscle Gain,2482,217.17,279.23,55.16
89,191,16,37,40.82,1646,Weight Gain,2146,134.12,268.25,59.61
76,158,30,32,40.47,1832,Weight Gain,2332,145.75,291.5,64.78
89,197,22,32,47.89,1959,Weight Loss,1459,145.9,109.42,48.63
103,177,26,28,50.11,1357,Weight Gain,1857,116.06,232.12,51.58
90,155,20,25,42.14,1374,Weight Gain,1874,117.12,234.25,52.06
51,189,12,22,23.57,1830,Weight Gain,2330,145.62,291.25,64.72
98,173,22,22,61.67,1452,Weight Loss,952,95.2,71.4,31.73
98,192,11,35,55.8,2022,Weight Loss,1522,152.2,114.15,50.73
65,158,10,29,31.6,2147,Muscle Gain,2447,214.11,275.29,54.38
67,183,34,32,38.03,1933,Weight Gain,2433,152.06,304.12,67.58
81,190,25,30,37.87,1309,Weight Gain,1809,113.06,226.12,50.25
106,167,33,39,55.34,1778,Muscle Gain,2078,181.82,233.78,46.18
53,189,18,32,32.32,1687,Weight Loss,1187,118.7,89.02,39.57
65,164,12,39,38.44,1560,Muscle Gain,1860,162.75,209.25,41.33
67,196,11,32,30.4,1920,Weight Gain,2420,151.25,302.5,67.22
80,190,17,22,36.79,1665,Weight Loss,1165,116.5,87.38,38.83
79,160,12,24,37.73,1463,Weight Loss,963,96.3,72.22,32.1
61,186,19,28,36.72,1429,Weight Gain,1929,120.56,241.12,53.58
105,172,16,27,64.13,2152,Muscle Gain,2452,214.55,275.85,54.49
78,163,28,24,47.05,1388,Muscle Gain,1688,147.7,189.9,37.51
99,169,21,36,48.16,1964,Weight Loss,1464,146.4,109.8,48.8
107,188,19,25,56.0,1398,Weight Gain,1898,118.62,237.25,52.72
60,169,14,38,31.78,1766,Weight Gain,2266,141.62,283.25,62.94
96,165,33,28,50.31,1516,Muscle Gain,1816,158.9,204.3,40.36
84,163,26,38,53.87,1818,Weight Gain,2318,144.88,289.75,64.39
68,198,34,35,37.21,1531,Muscle Gain,1831,160.21,205.99,40.69
57,167,25,39,31.19,1572,Muscle Gain,1872,163.8,210.6,41.6
94,162,16,29,56.68,1817,Weight Gain,2317,144.81,289.62,64.36
72,155,34,36,42.04,1630,Weight Gain,2130,133.12,266.25,59.17
100,183,12,30,62.23,1377,Muscle Gain,1677,146.74,188.66,37.27
75,197,30,26,45.03,1627,Muscle Gain,1927,168.61,216.79,42.82
69,197,31,26,32.87,2196,Weight Loss,1696,169.6,127.2,56.53
57,153,12,22,27.57,1915,Muscle Gain,2215,193.81,249.19,49.22
76,150,25,25,35.54,1386,Weight Loss,886,88.6,66.45,29.53
108,160,19,20,52.69,1783,Weight Loss,1283,128.3,96.22,42.77
90,166,12,35,55.42,1523,Muscle Gain,1823,159.51,205.09,40.51
101,196,12,39,54.92,1667,Weight Loss,1167,116.7,87.52,38.9
80,180,26,39,37.8,1349,Weight Gain,1849,115.56,231.12,51.36
63,199,24,34,40.46,1570,Weight Gain,2070,129.38,258.75,57.5
85,157,24,22,48.95,1660,Weight Gain,2160,135.0,270.0,60.0
73,189,29,36,36.08,1845,Weight Gain,2345,146.56,293.12,65.14
64,193,23,21,30.94,1776,Muscle Gain,2076,181.65,233.55,46.13
80,174,15,33,51.72,1609,Weight Gain,2109,131.81,263.62,58.58
66,186,23,39,35.27,2056,Weight Gain,2556,159.75,319.5,71.0
84,186,25,37,48.7,1924,Muscle Gain,2224,194.6,250.2,49.42
66,165,32,21,41.99,1781,Weight Gain,2281,142.56,285.12,63.36
55,166,16,24,27.61,1747,Muscle Gain,2047,179.11,230.29,45.49
90,186,17,28,48.04,1996,Weight Gain,2496,156.0,312.0,69.33
58,192,13,21,28.05,1721,Muscle Gain,2021,176.84,227.36,44.91
95,182,27,26,60.4,1396,Weight Loss,896,89.6,67.2,29.87
73,153,13,37,33.92,1358,Weight Loss,858,85.8,64.35,28.6
77,191,18,23,48.78,1617,Weight Gain,2117,132.31,264.62,58.81
72,199,19,36,38.04,1317,Weight Gain,1817,113.56,227.12,50.47
62,198,14,30,36.28,1725,Weight Loss,1225,122.5,91.88,40.83
64,167,32,38,29.21,2165,Weight Gain,2665,166.56,333.12,74.03
53,152,16,37,34.31,1595,Weight Gain,2095,130.94,261.88,58.19
71,150,13,33,37.61,2181,Muscle Gain,2481,217.09,279.11,55.13
78,170,23,28,35.21,2143,Weight Gain,2643,165.19,330.38,73.42
100,155,29,25,64.84,1993,Weight Loss,1493,149.3,111.97,49.77
98,173,24,26,47.77,2130,Weight Loss,1630,163.0,122.25,54.33
104,184,31,30,65.63,1712,Muscle Gain,2012,176.05,226.35,44.71
90,191,11,20,57.66,1411,Weight Gain,1911,119.44,238.88,53.08
104,166,15,33,60.82,1506,Weight Gain,2006,125.38,250.75,55.72
105,171,12,38,54.1,1781,Muscle Gain,2081,182.09,234.11,46.24
99,150,29,25,46.09,1478,Weight Loss,978,97.8,73.35,32.6
76,170,30,35,36.77,1360,Weight Gain,1860,116.25,232.5,51.67
89,175,25,20,54.94,2003,Muscle Gain,2303,201.51,259.09,51.18
66,172,16,31,37.7,1407,Muscle Gain,1707,149.36,192.04,37.93
83,195,22,23,49.88,1315,Muscle Gain,1615,141.31,181.69,35.89
81,168,11,29,39.6,1380,Weight Loss,880,88.0,66.0,29.33
61,155,31,28,35.33,1737,Muscle Gain,2037,178.24,229.16,45.27
102,155,28,37,50.4,1396,Muscle Gain,1696,148.4,190.8,37.69
72,175,22,26,36.16,1326,Weight Gain,1826,114.12,228.25,50.72
82,164,13,32,50.89,1518,Weight Loss,1018,101.8,76.35,33.93
54,151,32,20,29.79,2105,Muscle Gain,2405,210.44,270.56,53.44
65,163,12,34,37.42,1712,Weight Gain,2212,138.25,276.5,61.44
82,190,18,26,51.45,1331,Muscle Gain,1631,142.71,183.49,36.24
67,192,16,28,34.64,1569,Weight Gain,2069,129.31,258.62,57.47
88,159,16,21,51.72,1425,Weight Loss,925,92.5,69.38,30.83
82,159,28,34,41.82,2015,Weight Loss,1515,151.5,113.62,50.5
81,164,26,33,44.09,1741,Weight Gain,2241,140.06,280.12,62.25
85,199,16,32,44.08,1514,Weight Gain,2014,125.88,251.75,55.94
75,182,20,29,44.63,1475,Muscle Gain,1775,155.31,199.69,39.44
102,187,18,32,57.03,1665,Weight Loss,1165,116.5,87.38,38.83
66,173,14,21,34.94,1617,Weight Loss,1117,111.7,83.77,37.23
53,166,26,37,34.09,1467,Weight Gain,1967,122.94,245.88,54.64
60,170,30,37,37.61,1451,Weight Gain,1951,121.94,243.88,54.19
94,166,27,29,45.43,1400,Weight Loss,900,90.0,67.5,30.0
67,166,18,33,40.33,2034,Weight Gain,2534,158.38,316.75,70.39
108,169,33,34,67.63,1564,Weight Loss,1064,106.4,79.8,35.47
64,176,24,24,39.97,2157,Weight Gain,2657,166.06,332.12,73.81
74,175,23,36,39.88,1992,Muscle Gain,2292,200.55,257.85,50.93
51,182,19,38,28.75,1887,Weight Loss,1387,138.7,104.02,46.23
105,152,20,36,65.07,1654,Weight Loss,1154,115.4,86.55,38.47
103,156,23,33,57.57,1707,Weight Loss,1207,120.7,90.52,40.23
103,150,26,29,47.64,1443,Weight Gain,1943,121.44,242.88,53.97
57,178,16,25,32.89,1635,Muscle Gain,1935,169.31,217.69,43.0
90,163,20,33,45.75,1837,Weight Loss,1337,133.7,100.27,44.57
94,169,12,39,52.29,1758,Weight Gain,2258,141.12,282.25,62.72
63,193,26,31,40.47,2080,Weight Gain,2580,161.25,322.5,71.67
73,183,21,35,32.86,1877,Weight Gain,2377,148.56,297.12,66.03
58,172,24,32,33.79,1553,Weight Gain,2053,128.31,256.62,57.03
69,169,23,22,37.84,2107,Weight Gain,2607,162.94,325.88,72.42
85,163,25,38,44.06,1808,Weight Gain,2308,144.25,288.5,64.11
55,162,13,37,28.36,1422,Weight Gain,1922,120.12,240.25,53.39
79,189,16,35,44.78,1383,Muscle Gain,1683,147.26,189.34,37.4
102,192,14,35,53.16,1368,Muscle Gain,1668,145.95,187.65,37.07
64,152,14,24,30.32,1686,Weight Loss,1186,118.6,88.95,39.53
55,166,30,27,28.29,1566,Weight Gain,2066,129.12,258.25,57.39
57,191,33,22,29.14,1802,Weight Gain,2302,143.88,287.75,63.94
59,161,15,31,27.64,1845,Weight Loss,1345,134.5,100.88,44.83
59,166,26,22,30.12,2182,Weight Loss,1682,168.2,126.15,56.07
61,188,13,29,29.48,1405,Weight Loss,905,90.5,67.88,30.17
71,153,27,24,33.71,1311,Weight Loss,811,81.1,60.82,27.03
59,183,15,27,30.42,1566,Muscle Gain,1866,163.27,209.93,41.47
106,161,18,21,58.91,1950,Weight Loss,1450,145.0,108.75,48.33
85,159,30,39,42.63,2103,Weight Loss,1603,160.3,120.22,53.43
91,161,23,35,48.92,2153,Weight Loss,1653,165.3,123.97,55.1
93,199,16,39,59.01,1434,Weight Loss,934,93.4,70.05,31.13
50,175,15,25,22.87,1855,Weight Gain,2355,147.19,294.38,65.42
93,159,32,25,52.13,1541,Weight Gain,2041,127.56,255.12,56.69
73,159,33,27,37.77,1369,Weight Loss,869,86.9,65.17,28.97
106,188,33,20,56.8,2031,Weight Loss,1531,153.1,114.83,51.03
101,181,21,35,47.76,1885,Weight Gain,2385,149.06,298.12,66.25
106,191,19,30,64.49,1356,Weight Gain,1856,116.0,232.0,51.56
72,178,16,27,45.99,1557,Weight Gain,2057,128.56,257.12,57.14
96,182,14,21,55.04,1734,Weight Gain,2234,139.62,279.25,62.06
103,167,23,27,48.55,1983,Weight Loss,1483,148.3,111.22,49.43
59,172,29,36,37.95,1485,Weight Gain,1985,124.06,248.12,55.14
85,182,24,32,50.16,2135,Weight Gain,2635,164.69,329.38,73.19
68,167,14,38,33.34,1550,Weight Gain,2050,128.12,256.25,56.94
65,150,21,21,29.98,1829,Weight Loss,1329,132.9,99.67,44.3
97,154,31,32,49.81,1558,Weight Gain,2058,128.62,257.25,57.17
89,161,11,30,53.28,1893,Weight Loss,1393,139.3,104.47,46.43
86,171,21,21,38.88,1581,Weight Gain,2081,130.06,260.12,57.81
73,161,25,27,43.74,1628,Muscle Gain,1928,168.7,216.9,42.84
86,162,14,30,54.17,2144,Weight Loss,1644,164.4,123.3,54.8
102,195,27,34,50.02,1938,Muscle Gain,2238,195.82,251.78,49.73
89,177,12,34,43.33,2152,Weight Gain,2652,165.75,331.5,73.67
50,153,20,31,28.67,1720,Muscle Gain,2020,176.75,227.25,44.89
78,170,25,32,37.41,1518,Muscle Gain,1818,159.07,204.53,40.4
89,162,32,35,46.14,1554,Muscle Gain,1854,162.22,208.58,41.2
102,191,34,31,54.99,1656,Weight Loss,1156,115.6,86.7,38.53
77,158,21,24,48.71,1993,Muscle Gain,2293,200.64,257.96,50.96
54,183,23,21,32.42,1917,Weight Loss,1417,141.7,106.27,47.23
97,163,20,29,51.97,1480,Weight Loss,980,98.0,73.5,32.67
56,190,17,24,35.61,1885,Muscle Gain,2185,191.19,245.81,48.56
106,164,15,34,49.05,1894,Weight Gain,2394,149.62,299.25,66.5
100,159,21,23,63.37,2147,Weight Loss,1647,164.7,123.52,54.9
72,161,11,23,41.46,1820,Weight Loss,1320,132.0,99.0,44.0
102,167,20,22,56.97,1932,Muscle Gain,2232,195.3,251.1,49.6
83,190,23,23,45.47,1554,Weight Loss,1054,105.4,79.05,35.13
99,164,19,35,45.71,1368,Weight Gain,1868,116.75,233.5,51.89
91,150,16,36,48.23,2158,Muscle Gain,2458,215.07,276.53,54.62
95,191,31,26,43.07,1745,Weight Gain,2245,140.31,280.62,62.36
72,171,13,36,36.47,2135,Muscle Gain,2435,213.06,273.94,54.11
72,151,26,27,41.92,1538,Muscle Gain,1838,160.82,206.78,40.84
96,189,25,38,53.08,2027,Weight Loss,1527,152.7,114.52,50.9
109,175,25,34,64.69,1838,Weight Gain,2338,146.12,292.25,64.94
93,179,13,22,54.82,2153,Weight Gain,2653,165.81,331.62,73.69
106,199,32,36,50.06,1768,Muscle Gain,2068,180.95,232.65,45.96
93,180,32,39,42.87,1967,Weight Loss,1467,146.7,110.02,48.9
70,164,26,37,43.25,1702,Weight Gain,2202,137.62,275.25,61.17
94,167,23,23,47.9,2119,Muscle Gain,2419,211.66,272.14,53.76
94,193,16,31,43.72,1806,Weight Gain,2306,144.12,288.25,64.06
51,154,32,29,27.61,1596,Weight Loss,1096,109.6,82.2,36.53
88,154,19,29,52.09,1743,Muscle Gain,2043,178.76,229.84,45.4
70,157,10,36,35.45,1384,Weight Gain,1884,117.75,235.5,52.33
70,198,18,36,42.34,1996,Weight Gain,2496,156.0,312.0,69.33
80,189,15,30,36.43,1783,Weight Gain,2283,142.69,285.38,63.42
82,162,23,20,46.22,1854,Weight Loss,1354,135.4,101.55,45.13
85,193,19,25,53.7,1370,Weight Gain,1870,116.88,233.75,51.94
76,170,25,33,41.94,1785,Weight Gain,2285,142.81,285.62,63.47
74,177,14,37,38.1,1356,Weight Loss,856,85.6,64.2,28.53
68,182,10,32,31.35,1576,Muscle Gain,1876,164.15,211.05,41.69
90,189,12,32,49.69,1354,Weight Loss,854,85.4,64.05,28.47
83,170,33,35,53.03,1670,Weight Loss,1170,117.0,87.75,39.0
62,198,32,28,27.98,1621,Muscle Gain,1921,168.09,216.11,42.69
68,156,31,29,43.67,2087,Weight Loss,1587,158.7,119.02,52.9
66,176,24,21,35.64,1911,Muscle Gain,2211,193.46,248.74,49.13
66,154,16,37,33.5,2062,Muscle Gain,2362,206.67,265.73,52.49
66,188,13,27,31.93,2008,Weight Gain,2508,156.75,313.5,69.67
61,153,33,28,30.76,1963,Weight Gain,2463,153.94,307.88,68.42
54,167,19,38,30.9,1828,Weight Gain,2328,145.5,291.0,64.67
73,160,12,36,45.93,1587,Weight Loss,1087,108.7,81.52,36.23
64,177,33,22,36.18,1510,Weight Loss,1010,101.0,75.75,33.67
61,169,10,36,36.61,1821,Muscle Gain,2121,185.59,238.61,47.13
108,181,16,37,66.85,1326,Weight Gain,1826,114.12,228.25,50.72
108,188,26,37,67.35,2121,Muscle Gain,2421,211.84,272.36,53.8
83,156,13,37,39.53,1810,Weight Loss,1310,131.0,98.25,43.67
108,158,23,27,69.48,1846,Weight Gain,2346,146.62,293.25,65.17
54,163,13,26,34.74,1708,Weight Gain,2208,138.0,276.0,61.33
92,163,31,35,54.95,1977,Muscle Gain,2277,199.24,256.16,50.6
53,164,33,20,31.77,1650,Weight Gain,2150,134.38,268.75,59.72
54,193,27,29,27.64,2170,Weight Gain,2670,166.88,333.75,74.17
51,159,24,31,32.98,1495,Muscle Gain,1795,157.06,201.94,39.89
90,180,28,26,52.68,2009,Weight Gain,2509,156.81,313.62,69.69
87,194,28,21,53.79,1377,Weight Gain,1877,117.31,234.62,52.14
99,186,27,22,63.12,2153,Weight Gain,2653,165.81,331.62,73.69
100,152,21,35,49.4,1568,Weight Gain,2068,129.25,258.5,57.44
53,159,16,36,26.72,2022,Weight Loss,1522,152.2,114.15,50.73
